floc_ID,area,edgewidth
0,307.7525,6.193157312219381
1,14.44,17.898460704439376
2,4640.655,5.019879477439107
3,57.76,3.5820547151762003
4,14.44,5.735581711992731
5,116.4225,4.786136222827487
6,161.54749999999999,7.721540224905134
7,230.1375,17.883144640825137
8,203.965,3.0830848583246815
9,319.485,3.0817867487662998
10,217.5025,4.496497860195817
11,214.795,7.180985592806695
12,87.5425,12.662880335486106
13,3458.3799999999997,4.225393247865054
14,329.41249999999997,5.395789698303683
15,338.4375,7.00839435802593
16,957.5525,4.506798590318328
17,272.555,3.0749244871887393
18,14.44,5.696661985583714
19,1573.96,5.646817216898105
20,323.9975,2.839371948806029
21,57.76,6.8199399539575
22,337.53499999999997,3.018708466993816
23,104.69,5.719960329760844
24,102.88499999999999,3.1396850212456995
25,28.88,5.407065531702959
26,205.76999999999998,5.303420113281979
27,43.32,4.499932168957378
28,483.74,7.563896696450725
29,510.815,4.6649356623859575
30,1854.6375,5.1741833716826875
31,44.2225,6.544639544650972
32,363.7075,2.9078731438938354
33,524.3525,3.0998045586059875
34,526.1575,7.097164368127465
35,359.195,6.998157923959466
36,125.44749999999999,3.44507757240176
37,237.3575,6.232361146934239
38,440.41999999999996,6.5889120992290025
39,1215.6675,4.840647848325418
40,307.7525,4.6969124238594295
41,146.20499999999998,3.783194357606486
42,1579.375,10.033650044971834
43,148.9125,3.1391312384802337
44,28.88,6.464530501960625
45,102.88499999999999,4.053233559403508
46,28.88,6.460412199777802
47,706.6575,4.166922635726368
48,14.44,7.719786053056402
49,7139.6775,5.547048322785019
50,1341.115,4.510263091824025
51,14.44,9.999313930577298
52,14.44,13.552843486021395
53,28.88,4.622558223909196
54,309.5575,3.363717355299978
55,269.84749999999997,4.178672796398945
56,7.22,10.371119957982787
57,851.0575,5.581587474578072
58,265.335,9.41817248427871
59,84.835,5.06187042374049
60,14.44,9.736392817790888
61,65.8825,3.887788409519271
62,14.44,11.984984145183226
63,212.98999999999998,3.6121794161302305
64,569.4775,3.4872490131850102
65,175.085,10.710660790634178
66,28.88,14.365945104431026
67,141.6925,6.963915903268228
68,14.44,9.209869126424584
69,57.76,11.865456928622129
70,14.44,11.396672690016636
71,14.44,13.09938448103267
72,22.5625,6.8179235250408485
73,14.44,12.08409637886538
74,732.8299999999999,11.164751579328449
75,7.22,6.331800982774778
76,44.2225,4.731462626948118
77,624.53,3.3476251057720434
78,1876.2975,5.230999759739239
79,3544.1175,6.026374871827659
80,443.1275,3.0995291208373326
81,1818.5375,4.911966709378864
82,206.67249999999999,7.617606214202909
83,2095.605,4.710241378586575
84,14.44,8.156642426238356
85,43.32,4.985003114049319
86,133.57,4.6424670996224355
87,233.7475,2.7662383977826446
88,176.89,11.624632758448438
89,22.5625,15.07067012358567
90,28.88,23.476640800583116
91,14.44,10.02618909252622
92,436.81,4.007626178563773
93,990.0425,5.509238628116744
94,175.98749999999998,9.284899211885728
95,258.115,3.2473405744171666
96,14.44,11.93321703684289
97,28.88,5.0283383239241415
98,101.9825,5.834746837475947
99,468.3975,8.495650294697077
100,44.2225,13.377130357644416
101,33.3925,4.315278070955026
102,339.34,6.388826732950109
103,7.22,8.324152543511497
104,44.2225,3.8096406986689066
105,14.44,5.629180759869801
106,1473.7825,7.03539627602478
107,1191.3,3.171718584649922
108,4236.335,6.483761955084733
109,296.02,6.8250779333935
110,3688.5175,4.351550848703807
111,1266.2075,6.829441283202713
112,57.76,3.0197343243062593
113,88.445,5.728970516953922
114,21.66,21.781608949457397
115,2440.36,9.029170256288591
116,388.075,3.104453893442727
117,1394.3625,2.766765254804076
