floc_ID,area,edgewidth
0,901.5975,3.3721321413543555
1,43.32,5.231477820977379
2,28.88,3.6433069568445435
3,57.76,2.710490738319217
4,86.64,3.427760188722101
5,44.2225,2.8809626918865328
6,28.88,3.8339999907120133
7,101.9825,6.6090360027280575
8,101.9825,2.894195253028707
9,102.88499999999999,3.9038151782303805
10,407.93,3.265841619423924
11,159.7425,3.3470048787506133
12,28.88,4.842174785837976
13,44.2225,7.493200420436874
14,57.76,3.1035136303966735
15,44.2225,4.481482094458247
16,57.76,2.5421261084339526
17,131.765,3.8121934846232106
18,28.88,4.656875517922718
19,1641.6475,6.3934813129798185
20,145.3025,6.454021416820633
21,57.76,6.170759038661459
22,14.44,5.092394984017258
23,57.76,4.08295852145787
24,57.76,3.340445533159529
25,131.765,5.242221253230502
26,28.88,5.032471193768717
27,379.9525,2.221282009961921
28,175.085,5.589188000135432
29,86.64,3.1892472655155233
30,291.5075,5.214078097360631
31,14.44,6.804608372069472
32,28.88,5.20339595563238
33,395.29499999999996,4.070169553954457
34,494.57,4.471798393137584
35,147.1075,3.41431911173729
36,291.5075,3.0558465559962125
37,59.565,3.5021235279531937
38,28.88,5.09781009840569
39,28.88,5.640577433099965
40,57.76,3.4531074590571955
41,115.52,2.598689224480404
42,102.88499999999999,2.7414590029354198
43,159.7425,5.402955052152757
44,190.42749999999998,4.721852645716304
45,57.76,3.0312257747255558
46,116.4225,2.3609564661975377
47,159.7425,3.3224659750979475
48,28.88,6.180107374938283
49,86.64,2.8561891702151168
50,101.9825,4.855449359974707
51,86.64,2.6956882008012313
52,28.88,4.5675580173369275
53,306.84999999999997,2.9715987092526386
54,115.52,3.9743554453170518
55,28.88,5.476471411135633
56,204.8675,5.396001654324708
57,28.88,3.4923533915113647
58,86.64,3.285657273692939
59,115.52,6.298391573927358
60,57.76,3.911390068986587
61,28.88,7.893007730065961
62,146.20499999999998,2.344555182507366
63,86.64,2.5771117629226574
64,86.64,4.206826874779022
65,118.22749999999999,3.976656863422276
66,44.2225,4.335975693225474
67,14.44,8.980383604746848
68,116.4225,3.327706864727909
69,173.28,9.615405551461812
70,28.88,7.542915902035456
71,116.4225,3.30782912399288
72,174.1825,5.682305292897248
73,132.6675,9.25261253907288
74,28.88,4.226666918014758
75,28.88,4.96563367565307
76,175.085,4.294678894231035
77,44.2225,4.160972391114505
78,86.64,4.252960334894105
79,28.88,4.204450654210422
80,145.3025,4.651219154053288
81,28.88,5.437210468980218
82,640.775,4.252488069712786
83,14.44,4.07974781841886
84,132.6675,3.4612488729883015
85,14.44,4.219107522020277
86,73.10249999999999,4.561118520039633
87,654.3125,5.479253610940684
88,44.2225,3.630055921545791
89,276.16499999999996,3.025090461715452
90,903.4024999999999,2.3670068590979323
91,57.76,5.9563290174864125
92,57.76,3.141019789385225
93,145.3025,2.534274996152933
94,44.2225,4.739596384528122
95,57.76,2.246942730880814
96,118.22749999999999,3.3832654430021982
97,44.2225,6.706770127015407
98,57.76,3.819350656416863
99,57.76,3.5658220506091935
100,14.44,5.536330025796948
101,28.88,5.020963206731788
102,175.98749999999998,3.4788329465502907
103,625.4325,3.8920796550197747
104,44.2225,3.943426382080079
105,14.44,4.452248695241219
106,423.2725,3.6779237682824086
107,44.2225,3.8753799244639864
108,57.76,6.385036551399851
109,189.525,6.463424968576573
110,57.76,4.544905158073229
111,89.3475,8.947367736680281
112,129.96,4.676358688376824
113,102.88499999999999,2.999356427313788
114,59.565,5.426343820441769
115,73.10249999999999,4.083380453209748
116,28.88,4.344428906047694
117,14.44,5.668997383182499
118,28.88,4.168971955389121
119,159.7425,2.5033541853678005
120,28.88,4.080947992371654
121,14.44,4.908726022495647
122,145.3025,2.3610653082489663
123,57.76,3.288316449823039
124,57.76,2.930182651190655
125,101.9825,4.963902795844025
126,57.76,3.161612342637856
127,481.03249999999997,5.702270466030999
128,306.84999999999997,3.204863294534956
129,57.76,6.994197384735779
130,28.88,3.9018994776123757
131,28.88,4.330030526916021
132,28.88,11.172503020807477
133,101.9825,4.731597646152453
134,115.52,7.725488871772781
135,277.96999999999997,5.6362558224470956
136,57.76,4.55385069616138
137,43.32,3.3521581090314307
138,57.76,2.5566707108931848
139,28.88,6.977273045714211
140,57.76,3.120610173607262
141,146.20499999999998,5.758306954963459
142,28.88,5.750435603996193
143,117.325,3.6505336022258645
144,421.4675,10.511559687129028
145,116.4225,7.187743571716269
146,58.6625,4.667674881395216
147,74.9075,4.760141463003119
148,498.18,3.9932981255573368
149,231.9425,2.9951423838195073
150,28.88,3.918098129655226
151,103.7875,3.2845582605853623
152,263.53,2.7493027187172463
153,145.3025,4.095605378586793
154,116.4225,3.3449314560855905
155,57.76,2.6733510418192274
156,59.565,3.8005648437816
157,204.8675,3.3779858371971585
158,14.44,6.321380894141721
159,162.45,3.6053719417186176
160,28.88,4.854362731405686
161,73.10249999999999,2.803145885389136
162,28.88,6.112438019280446
163,103.7875,6.451172496542451
164,28.88,4.249206835944204
165,14.44,5.105787778760498
166,28.88,4.264812607304835
167,28.88,8.129693640605442
168,14.44,5.89903436509079
169,307.7525,3.610416236483871
170,57.76,2.7279131548206186
171,57.76,2.688008604191135
172,28.88,3.7784261704979385
173,306.84999999999997,2.9706527551803203
174,57.76,8.861938966873783
175,57.76,2.6219161675176874
176,73.10249999999999,3.482903419665315
177,28.88,3.2385058473181845
178,145.3025,5.766812738122452
179,101.9825,3.556728761688678
180,59.565,3.556923935632881
181,117.325,4.545419227707585
182,189.525,6.527896363798247
183,28.88,4.683534426796336
184,58.6625,4.336106923033024
185,115.52,3.1215575235039834
186,14.44,3.854398164909294
187,145.3025,5.219224969349722
188,57.76,3.5247781238276796
189,146.20499999999998,3.8098450157853874
190,57.76,3.0330397919509626
191,28.88,4.715413671763295
192,626.3349999999999,3.448360849056266
193,14.44,12.039043787660905
194,14.44,5.4134517242565945
195,14.44,4.768598286848619
196,901.5975,4.545800276230407
197,233.7475,2.080001353818564
198,14.44,5.924932327491218
199,305.9475,2.844532602383838
200,57.76,4.979350139549695
201,28.88,3.9506516469272284
202,116.4225,3.456241013109026
203,28.88,3.181112033956933
204,132.6675,3.7301116360509132
205,250.89499999999998,4.665511101652991
206,118.22749999999999,4.393709768856498
207,57.76,7.394776297810772
208,263.53,3.4874629948517257
209,204.8675,10.292501327869793
210,86.64,2.264858307599043
211,116.4225,3.835113587948756
212,116.4225,4.137521787614397
213,86.64,3.9952066043464067
214,57.76,4.269363863035516
215,43.32,4.970498601566367
216,58.6625,9.241768104287925
217,1091.1225,6.972334239749705
218,351.0725,1.9495639594437133
219,28.88,3.2184261976293733
220,14.44,8.50341119349493
221,57.76,3.4705955985530363
222,116.4225,2.828037371440394
223,668.7524999999999,5.2418103794623345
224,88.445,3.1644105348226397
225,86.64,3.9329529781032666
226,28.88,7.857325369137014
227,86.64,2.55595586857455
228,57.76,4.5093493826184385
229,14.44,4.428735537340334
230,131.765,2.8296488415673284
231,28.88,2.8786842002453357
232,28.88,6.071125834100029
233,159.7425,2.184665953654492
234,73.10249999999999,4.716613787247542
235,86.64,2.0843560226489766
236,220.20999999999998,2.9007538892402978
237,204.8675,3.346181510259164
238,59.565,3.0173754186212944
239,57.76,11.41645267985086
240,305.9475,2.0005147451353436
241,28.88,4.562064807596023
242,102.88499999999999,3.6018211082015945
243,28.88,9.221849082901976
244,73.10249999999999,3.4836574979222403
